5,91159299,3,4,1507011724
4,101106914,4,2,1523900016
2,981382244,3,1,1522810549
4,162293368,1,4,1503839213
1,917611901,2,2,1508339009
1,606767326,2,5,1516844295
2,324049461,5,1,1519099667
1,657657719,1,5,1499977260
1,441281220,4,3,1515225445
4,361009830,2,5,1515724992
4,214424927,1,3,1501307352
4,501062111,1,3,1519722295
1,654071238,3,2,1498807802
4,117000611,3,5,1512827623
3,517525180,4,4,1500389097
5,646936790,4,1,1510997408
1,501062111,2,5,1522433398
5,179857812,2,4,1506784116
1,829891752,2,3,1519019011
5,651470324,2,3,1516318708
5,690354438,1,2,1505027569
1,666836697,5,3,1521189214
3,27940939,5,4,1499737033
5,907713498,2,5,1523821661
5,214424927,1,3,1513929728
4,829891752,3,5,1523820423
2,441281220,3,4,1505062433
2,690354438,5,5,1505219415
4,517525180,4,5,1504733212
5,398147120,2,1,1499962163
3,651470324,2,5,1517871638
1,101106914,1,2,1512489336
4,198744359,3,3,1510604200
4,606767326,1,4,1503516348
4,808661208,2,2,1508472017
5,68046316,4,1,1506212785
5,246598954,4,4,1519374887
5,246598954,1,3,1515996826
5,991138012,2,1,1523090484
5,829891752,2,5,1518697187
4,193347082,4,5,1514839801
5,517525180,2,5,1514457931
2,714250281,1,4,1503589320
5,651470324,3,2,1504045424
3,117000611,5,2,1523579265
5,218025469,1,1,1514302578
5,117000611,2,1,1504086493
4,678538124,3,1,1516792794
1,214424927,3,4,1515049262
4,457614206,3,1,1513295339
2,162293368,3,1,1513907276
5,406913223,3,3,1507124550
2,15390631,1,2,1522308130
5,326589235,5,1,1500468327
4,186412435,2,3,1514053224
1,621581218,1,4,1515428707
1,9271698,1,1,1510359328
1,91159299,4,4,1520397350
4,677627496,4,2,1502661745
5,252963363,4,1,1515705891
2,179857812,3,1,1500615115
3,407592189,5,1,1507472147
2,829891752,3,1,1513613490
1,457614206,5,2,1523795723
3,37795157,3,1,1516951567
5,829891752,1,1,1509327758
3,359175448,5,3,1504895209
5,320599297,5,5,1515040736
5,808661208,1,3,1515438982
3,991138012,4,2,1513675261
3,9271698,4,3,1512956917
1,517525180,3,3,1523569692
1,68046316,4,3,1517568507
5,621581218,4,2,1510529316
5,27940939,4,2,1500606989
5,588406452,1,2,1506312512
1,677627496,3,2,1506030221
1,763522143,3,3,1504456352
5,214424927,1,4,1512800842
4,324794559,4,3,1510723874
5,695003060,2,1,1520980318
1,186412435,4,2,1505812029
4,398147120,1,2,1503714820
5,359175448,3,5,1511210908
1,37795157,3,1,1503022210
3,666836697,2,4,1510691024
3,68046316,4,5,1513612944
1,907713498,2,5,1517394025
4,917611901,3,2,1513295228
3,398147120,3,2,1511388170
1,198744359,5,4,1520406943
5,450129422,4,1,1511652326
4,54031795,5,2,1504814096
5,68046316,2,4,1508602787
3,186412435,3,5,1503282813
5,252963363,5,2,1523983419
3,320599297,5,4,1519230484
1,54031795,3,2,1503033241
5,944972616,1,5,1518019149
1,256545398,4,4,1517102681
5,193347082,1,5,1521651020
5,998456116,3,1,1501745583
2,808661208,2,4,1513055263
4,441281220,4,4,1505285415
2,406913223,5,3,1503905436
5,908408514,3,1,1504132873
1,998456116,1,5,1519910358
1,324794559,3,3,1515724925
3,588406452,3,3,1517963274
4,621581218,1,5,1515679463
4,9271698,2,5,1523608571
5,37795157,1,4,1520810755
1,407592189,4,4,1512899173
4,587283098,3,1,1515855655
1,326589235,5,2,1505576730
5,732568130,5,1,1501807322
5,198744359,4,3,1522402809
1,577567532,4,3,1518169777
5,666836697,4,5,1516376867
5,684399110,5,2,1502898800
4,666836697,2,4,1498865487
4,732568130,2,2,1507568711
1,908408514,4,1,1513746718
4,763522143,1,3,1515320456
5,577567532,1,5,1507834662
2,621581218,2,3,1508687523
1,695003060,2,5,1503321449
4,218025469,4,1,1499606313
5,587283098,3,5,1514716382
4,15390631,4,1,1505987210
1,646936790,3,4,1499393055
2,588406452,1,2,1501146965
1,246598954,1,4,1516008137
2,587283098,2,3,1507772426
1,320599297,5,4,1522320647
5,8977439,4,5,1512736963
5,236689221,4,1,1516380511
4,197761128,2,4,1513619409
1,702761649,5,2,1522029688
3,246598954,4,3,1514030437
4,37795157,5,3,1500861308
5,441281220,4,5,1510410748
1,179857812,2,5,1508365410
1,15390631,1,3,1508379577
3,214424927,4,4,1506469360
