5,457614206,5,2,1508459214
3,654071238,1,3,1505118048
2,8977439,5,4,1510445231
5,198744359,4,3,1499462195
4,907713498,4,1,1522307305
4,214424927,5,5,1511884478
4,91159299,1,2,1523012520
5,361009830,1,2,1511274556
5,917611901,2,3,1515498944
5,501062111,5,1,1504703178
5,54031795,1,3,1499378871
2,117000611,1,5,1507488422
5,606767326,2,2,1503001086
5,684399110,1,1,1501440201
2,763522143,5,2,1509762979
4,695003060,3,3,1523614803
2,101106914,5,1,1512132709
1,361009830,3,5,1509507932
1,714250281,3,3,1498652043
4,27940939,2,3,1517415764
5,214424927,4,3,1515211693
5,37795157,5,4,1507274774
1,398147120,5,2,1502474783
1,197761128,4,1,1506046383
2,91159299,1,4,1500656324
2,361009830,2,4,1501406308
4,998456116,1,3,1515417311
2,193347082,5,1,1514150354
1,690354438,5,3,1499006542
1,588406452,3,5,1516698073
4,450129422,5,3,1515896232
2,917611901,4,1,1500606553
2,657657719,5,1,1515049277
5,197761128,4,2,1509679266
5,9271698,4,4,1505437708
1,981382244,2,4,1515021544
5,324794559,2,1,1503273006
5,117000611,2,1,1511611563
1,587283098,1,2,1520769605
5,588406452,3,2,1520332514
5,678538124,1,1,1504631092
3,577567532,2,4,1517437533
3,646936790,5,2,1509366673
5,446438980,4,2,1504697220
3,908408514,1,2,1504470994
4,8977439,3,1,1516115627
1,446438980,2,4,1503980709
5,677627496,4,1,1511491453
3,252963363,3,4,1501690542
5,991138012,2,1,1499656261
4,690354438,3,1,1511670809
1,651470324,4,4,1504918567
4,407592189,3,2,1515773578
3,54031795,3,2,1499875131
5,646936790,5,3,1514374473
1,8977439,5,3,1508366823
5,588406452,4,4,1521380496
5,320599297,5,4,1503008708
1,944972616,3,2,1522581093
5,714250281,5,2,1509615860
2,450129422,1,5,1511870861
4,179857812,1,4,1509324834
4,908408514,1,1,1501780556
1,678538124,2,2,1505876055
1,450129422,5,4,1514638391
5,407592189,1,1,1523721370
2,214424927,1,4,1510990912
4,406913223,3,1,1503522099
5,15390631,2,4,1515857877
4,326589235,2,2,1500668226
5,657657719,4,3,1500956220
5,944972616,5,3,1499083715
1,162293368,4,5,1515266762
5,186412435,5,1,1504210528
5,117000611,2,5,1509060949
5,27940939,1,4,1500132484
1,324049461,3,3,1501785725
5,162293368,5,2,1503359416
2,678538124,3,2,1506096025
4,446438980,1,3,1522814888
3,944972616,2,2,1506448997
5,256545398,3,2,1512652267
1,193347082,5,2,1516449298
3,684399110,3,5,1509196921
1,218025469,5,2,1510618353
5,577567532,4,5,1511039242
1,732568130,5,3,1510633156
4,944972616,4,3,1498912809
1,27940939,5,4,1507085927
1,117000611,3,1,1502457099
4,68046316,1,1,1499266011
5,101106914,5,5,1523558367
1,359175448,1,5,1504870163
5,517525180,5,5,1523328833
4,256545398,2,3,1519876410
5,702761649,2,3,1519830331
5,677627496,2,5,1505871665
1,991138012,5,5,1511286042
1,252963363,1,1,1522243301
1,684399110,5,3,1512506615
5,981382244,1,5,1513631667
4,236689221,5,3,1520363801
4,981382244,4,5,1523652395
2,446438980,3,5,1503632018
4,654071238,1,1,1512547071
4,657657719,2,1,1516953733
4,714250281,2,4,1513735760
2,324794559,5,2,1511460320
5,324049461,3,3,1516275977
5,359175448,5,2,1511203468
3,198744359,3,1,1518765783
3,998456116,4,1,1516277302
5,654071238,5,1,1508214061
1,808661208,4,5,1501925774
5,908408514,3,2,1523187437
3,677627496,1,1,1512878050
4,588406452,1,1,1513910124
4,577567532,4,1,1514980741
5,763522143,2,4,1517125597
1,236689221,5,3,1516635841
1,406913223,2,5,1512827553
3,732568130,3,5,1508293525
3,457614206,5,3,1508785732
4,702761649,3,3,1504819187
4,324049461,3,2,1519132833
5,406913223,4,4,1513283811
5,998456116,2,3,1501046326
